Comment ID,Rating,Tokens Used,Content,hate_filtered,hate_severity,jailbreak_filtered,jailbreak_detected,jailbreak_severity,self_harm_filtered,self_harm_severity,sexual_filtered,sexual_severity,violence_filtered,violence_severity
7547,2,158,"The person I want eliminated the most after this game is Taylor Swift. That is unless she wants to put on the pads and play. Other than that, I have no use for her, and the Chiefs can point right to her as the reason they failed!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7548,1,117,"With money like Taylor Swift, she'll never shed a tear",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7549,1,115,"Bills are Toast , It's the Hocul curse",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7550,1,117,It would be beautiful to see ... let's go Bills!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7551,1,121,"Well, this didnt age well. But The Ravens should get it done",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7552,2,115,"Bills are Toast , It's the Hocul curse",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7553,1,117,It would be beautiful to see ... let's go Bills!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7554,1,121,"Well, this didnt age well. But The Ravens should get it done",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7555,2,120,Hey Harry stick to reporting misinformation with your fellow co-working cronies,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7556,1,110,Go Bills!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7557,1,116,Jealousy is a stinky cologne!!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7558,1,125,You guys should hire some actual sports reporters who can talk about something other than Taylor Swift.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7559,1,145,I’m a fan of neither but i hope the Bills beat KC so i don’t have to see & hear the announcers go ga ga over Swift anymore. It’s annoying & nauseating,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7560,1,124,"Wow, these so-called journalists or tv personalities are lower than lawyers and car salesmen.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7561,1,130,"Another angry liberal, this is why CNN is blocked with parental controls on my TV so i dont accidently put it on",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7562,2,120,America is with you. Mister Ed and the CroMagnon are over,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7563,1,109,Mister Ed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7564,2,125,Secretariat and the Sasquatch have run their course. I'm done. We are all done,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7565,1,121,Finally something I agree on with some Shhh! Muck on CNN.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7566,1,121,Finally something I agree on with some Shhh! Muck on CNN.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7567,1,216,no way i can root for the self proclaimed racist qb of the bills that was outed right before the draft...and then held several pressers claiming that is not the real me...and i am so sorry....blah..blah...blah...well if that wasnt the real you...why did you wait till you were outed to proclaim it....one reason only....you didnt want to fall in the draft...and you knew you were going to play on a team with mostly people of color....and you will not be going to the superbowl,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7568,1,116,Sick of Swift. It’s FOOTBALL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7569,2,128,"CNN hates anything that is normal, wholesome, or involves decent folks who aren't vulgar or race-baiting!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7570,1,116,I'm still trying figure out who actually watches CNN.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7571,2,128,"So much love as usual from the left....man, all they do in the soul of things is hate!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7572,1,112,CNN? Canned Heat?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7573,2,125,Wow ! I can’t believe it! CNN reporter saying something the majority of Americans hope happens !,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7574,1,121,Can you imagine what this chic looks like in the morning?   🤣,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7575,1,113,Go Bills.  Harry is ok,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7576,1,113,Hope the Chiefs go down today...,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7577,1,130,I want them to win so I can see Lamar and da Raisins kick tier A next week in B’More!!!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7578,3,158,"The person I want eliminated the most after this game is Taylor Swift. That is unless she wants to put on the pads and play. Other than that, I have no use for her, and the Chiefs can point right to her as the reason they failed!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7579,1,117,"With money like Taylor Swift, she'll never shed a tear",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7580,1,141,Easy to make stuff up. Dentures. You would reach for them in the morning. I’m sure they would need them before they went down to breakfast. Nice try.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7581,1,128,"My Mother In-Law, and yet she still can't get the hint,  guess whose here now....",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7582,1,117,Rosary beads aren’t a “weird item”.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7583,1,155,"I used to leave award plaques behind the bed/under the furniture, rather than packing them up in my suitcase and bringing them home . . .didn't want anyone to see them in the trash, but now the secret is out . . .",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7584,2,127,Big brother AI making up articles to say Awww  Yay. We all know it’s not soZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7585,1,155,"I used to leave award plaques behind the bed/under the furniture, rather than packing them up in my suitcase and bringing them home . . .didn't want anyone to see them in the trash, but now the secret is out . . .",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7586,2,127,Big brother AI making up articles to say Awww  Yay. We all know it’s not soZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7587,1,141,Easy to make stuff up. Dentures. You would reach for them in the morning. I’m sure they would need them before they went down to breakfast. Nice try.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7588,1,128,"My Mother In-Law, and yet she still can't get the hint,  guess whose here now....",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7589,1,117,Rosary beads aren’t a “weird item”.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7590,1,155,"I used to leave award plaques behind the bed/under the furniture, rather than packing them up in my suitcase and bringing them home . . .didn't want anyone to see them in the trash, but now the secret is out . . .",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7591,2,127,Big brother AI making up articles to say Awww  Yay. We all know it’s not soZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7592,1,115,cold weather? b-b-but climate change!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7593,2,114,Maybe the illegals will go back home,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7594,1,115,I would take heat over this anytime.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7595,1,113,love winter because everyone whines.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7596,N/A,0,Somewhere an illegal is turning into a popsicle,True,medium,False,False,N/A,False,safe,False,safe,False,safe
7597,1,128,Wow...golly..gee whiz.  It got cold in January..  who'da thunk it.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7598,1,128,Wow...golly..gee whiz.  It got cold in January..  who'da thunk it.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7599,1,115,cold weather? b-b-but climate change!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7600,2,114,Maybe the illegals will go back home,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7601,1,115,I would take heat over this anytime.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7602,1,113,love winter because everyone whines.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7603,N/A,0,Somewhere an illegal is turning into a popsicle,True,medium,False,False,N/A,False,safe,False,safe,False,safe
7604,1,128,Wow...golly..gee whiz.  It got cold in January..  who'da thunk it.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7605,1,115,He not the right kind for progressives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7606,1,120,time to retire be a commentator he probably only won because of brady,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7607,1,164,"If you read the national news. You'll find that the majority say that Bill Belichick won't come to Atlanta because the Falcons don't have a prime time QB. Best bet is that Jim Harbaugh will come to Atlanta, being he's proven to upgrade a teams success in the past.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7608,1,141,"Bill Belichick can't win without a QB. He turned down Cowboys and Eagles. (No Control) At his age, Chargers are best fit w/ HerbertKeep it moving",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7609,1,125,They deserve each other. The Falcons will never win. I have cursed them for personal reasons.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7610,2,118,Which black candidate did they interview. Isn’t that required?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7611,2,114,The Rooney Rule.    SMH.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7612,1,116,Just write the coach a Blank check....hehehe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7613,1,115,Ritter is a joke. Hopeless,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7614,1,114,If I were him I would retire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7615,1,114,If I were him I would retire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7616,1,121,belichick should just wear blahk face to comply with the Rooney rule,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7617,1,145,"Young team on the up, ""easy"" schedule, ""easy"" division, some cap space, will get FAs to come to him. If they get him I think they make the playoffs",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7618,1,127,You have the interview at least 2 unqualified people to make the National Felony  League happy.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7619,2,130,"This is why the Rooney Rule is Bravo Sierra, no longer needed, and never really was necessary in the first place.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7620,1,129,WHY? As a head coach Belichick was nothing before Brady and nothing after Brady. Brady made Belichick,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7621,2,176,"It seems that the Rooney Rule is no longer needed based on 80% of the players are black, and the coaching and referees are stacked as well. What this is called in this era, is the perpetuation of a government type woke style ""Affirmative Action"" and it should now be the ""best person for the job!""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7622,1,133,"Arthur Blank's a good owner, who obviously knows how to run a business.  But he needs great players, not good coaches.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7623,2,120,Hold out another week. Then Fani Willis will be available.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7624,1,132,Suprised Arthur Blank did not try to poach Saleh from the Jets.  He must not see what Woody sees.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7625,1,143,Belichick is tailor made for the Jets and he's tailor made for them. Instant chance to get the Tom Brady asterisk off his back he does not have with any other team.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7626,2,127,"Belichick in hip-hop, Atlanta, no way. He doesn't fit the narrative in that city.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7627,2,132,The Rooney Rule is dumb. Those will be token interviews as usual. How does it help minority coaches to have their time wasted?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7628,1,133,Could they interview Chinese or Indian or French candidates?  Would that pass the rooney rule?  Or is it just black minorities?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7629,1,161,"As a patriot fan, one of my most cherished memories was when Mr. Blank brought is 23 year-old girlfriend down to the sideline to accept the Lombardi trophy when the Pats were down 28-3. The time-lapse expression on his face was priceless.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7630,1,147,"That teams a mess. I wouldn't want to coach there. Best HC job in the NFL Iis clearly the Chargers. Franchise QB, and RB is already there. Now just need to build around them..",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7631,2,128,They will get him and do a 'screw them picks' a la the Rams and get a veteran.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7632,1,120,how about hiring belichick and make Bernie kosar his assistant?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7633,2,116,I thought BB wanted nothing to do with jets.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7634,1,133,"Agronomist Norman Borlaug saved millions of lives worldwide through his decades of work, but unfortunately he had zero Super Bowl rings.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7635,2,128,So ridiculous that you have to interview two minorities! So two white guys beings we are now in the minority?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7636,1,120,He is obviously not a good coach without a good quarterback and team,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7637,1,128,"72 yo, 6 sb rings, why work? Isn't there a Caribbean beach with you name on it?",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7638,2,126,Rooney Rule clearly racist. But you have to be a racist to be anti -racist.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7639,1,169,"I am a long-suffering Falcons fan.  Now, we have played in 2 Super Bowls, but we didn't win.   We need all the help we can get.  I'm going to pray to Lord Jesus.  Then I shall pray to Lord Buddha.  Maybe I'll try Mohammed as well.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7640,1,128,"72 yo, 6 sb rings, why work? Isn't there a Caribbean beach with you name on it?",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7641,2,126,Rooney Rule clearly racist. But you have to be a racist to be anti -racist.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7642,1,169,"I am a long-suffering Falcons fan.  Now, we have played in 2 Super Bowls, but we didn't win.   We need all the help we can get.  I'm going to pray to Lord Jesus.  Then I shall pray to Lord Buddha.  Maybe I'll try Mohammed as well.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7643,1,118,Give him a few depots when he retires.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7644,2,119,Atlanta and stone age Bellick are a match made to self destruct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7645,1,199,"Arthur Blank does not know what is best for the city of Atlanta. Most Atlanta fans do not want this 72 year old man coaching in our hip hop, stripper pole, lemon pepper city. This man has no personality, has not won since Brady, and beat the soul out of this franchise in the Super Bowl. Arthur pleas hire anyone else! Bill will be 72 at the start of training camp, we have a young team and city. No thanks!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7646,1,145,Woke garbage 95% of these Rooney rule minority interviews are a sham.Hire the best coach black white hazel I don’t give a bleep as long as he wins football games !,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7647,1,118,Should 60%  of the NFL players be white?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7648,1,124,It shouldn’t be based on the color of your skin.  So damn ridiculous.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7649,1,301,"Initially, the Rooney Rule was put in place primarily as window dressing for the NFL. They knew they had a problem because many owners never looked at ""the content of their character"" with non-white coaches. They never gave them a chance to compete for the jobs. The kept recycling the same coaches, many of whom had losing records with multiple teams. For years, interviews with non-white coaches were all show, with owners never giving those candidates real consideration. The success of Mike Tomlin and, more recently, Todd Bowles, suggests that giving black coaches a chance to interview for a job can work well for a team, and in the NFL, everyone tries to copy success. Remember. the Rooney Rule does not require hiring someone, merely that you interview minority coaches. If they earn the job with the interview- Great. If they do not - so be it. Why whine about giving people a chance? Isn't it the American Dream to have a chance to succeed?",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7650,2,212,"Apologize for the off topic post, but bear with me….Joe Buck, ABC/ESPN just declared that the NFL is ‘entertainment’!That sounds wrong!! It’s just another ‘nudge’ towards total pay per view NFL games. MLB is going the same way. Average Americans will be left out of this!!!BUT, average Americans will still be paying for stadiums, airwaves, etc...This has got to STOP!! NOW!!!Congress needs to set this straight, once and for all!!!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7651,1,122,Kirk Cousins is going to get a ton of money in free agency.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7652,1,110,bill is the best,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7653,1,134,Another losing season for the falcons if bill was such a great coach what happened to the patriots after Brady left. Bill is terrible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7654,2,133,Rooney rule. How bout we have McCaffrey Rule that each team must have 1 white running back invited to camp.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7655,1,162,"Pssst, Artie, I have some news. Bill wont be bringing Brady. He can only coach teams with the greatest QB of all time. Bill is not “great” anymore, he needed Brady. Check out the pre and post Brady record: 83-101",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7656,1,139,"I understand Belichick has an all time great resume, but Arthur Blank should look at his record the last three years and maybe think twice about hiring him.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7657,1,117,Bill is waiting for the Eagles to fire Sirianni,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7658,1,139,"I understand Belichick has an all time great resume, but Arthur Blank should look at his record the last three years and maybe think twice about hiring him.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7659,1,117,Bill is waiting for the Eagles to fire Sirianni,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7660,1,117,Bill is waiting for the Eagles to fire Sirianni,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7661,2,115,He not the right kind for progressives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7662,1,120,time to retire be a commentator he probably only won because of brady,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7663,1,164,"If you read the national news. You'll find that the majority say that Bill Belichick won't come to Atlanta because the Falcons don't have a prime time QB. Best bet is that Jim Harbaugh will come to Atlanta, being he's proven to upgrade a teams success in the past.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7664,1,141,"Bill Belichick can't win without a QB. He turned down Cowboys and Eagles. (No Control) At his age, Chargers are best fit w/ HerbertKeep it moving",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7665,1,125,They deserve each other. The Falcons will never win. I have cursed them for personal reasons.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7666,2,118,Which black candidate did they interview. Isn’t that required?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7667,2,114,The Rooney Rule.    SMH.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7668,1,116,Just write the coach a Blank check....hehehe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7669,1,115,Ritter is a joke. Hopeless,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7670,1,114,If I were him I would retire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7671,2,121,belichick should just wear blahk face to comply with the Rooney rule,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7672,1,145,"Young team on the up, ""easy"" schedule, ""easy"" division, some cap space, will get FAs to come to him. If they get him I think they make the playoffs",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7673,2,127,You have the interview at least 2 unqualified people to make the National Felony  League happy.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7674,1,130,"This is why the Rooney Rule is Bravo Sierra, no longer needed, and never really was necessary in the first place.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7675,1,129,WHY? As a head coach Belichick was nothing before Brady and nothing after Brady. Brady made Belichick,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7676,2,176,"It seems that the Rooney Rule is no longer needed based on 80% of the players are black, and the coaching and referees are stacked as well. What this is called in this era, is the perpetuation of a government type woke style ""Affirmative Action"" and it should now be the ""best person for the job!""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7677,1,133,"Arthur Blank's a good owner, who obviously knows how to run a business.  But he needs great players, not good coaches.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7678,1,120,Hold out another week. Then Fani Willis will be available.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7679,1,132,Suprised Arthur Blank did not try to poach Saleh from the Jets.  He must not see what Woody sees.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7680,2,143,Belichick is tailor made for the Jets and he's tailor made for them. Instant chance to get the Tom Brady asterisk off his back he does not have with any other team.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7681,2,127,"Belichick in hip-hop, Atlanta, no way. He doesn't fit the narrative in that city.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7682,1,132,The Rooney Rule is dumb. Those will be token interviews as usual. How does it help minority coaches to have their time wasted?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7683,1,133,Could they interview Chinese or Indian or French candidates?  Would that pass the rooney rule?  Or is it just black minorities?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7684,1,161,"As a patriot fan, one of my most cherished memories was when Mr. Blank brought is 23 year-old girlfriend down to the sideline to accept the Lombardi trophy when the Pats were down 28-3. The time-lapse expression on his face was priceless.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7685,1,147,"That teams a mess. I wouldn't want to coach there. Best HC job in the NFL Iis clearly the Chargers. Franchise QB, and RB is already there. Now just need to build around them..",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7686,2,109,fry him,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7687,N/A,0,I remember when this happened like yesterday. Keep this savage locked up for the rest of his life. He walked up to Eddie and EXECUTED him. Anyone who can do that should never be allowed to see the light of day again.,False,low,False,False,N/A,False,safe,False,safe,True,medium
7688,2,123,Our world has gone through a wormhole where wrong is right and right is wrong.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7689,N/A,0,"Let justice prevail! Shavod Jones, who shot Det. McDonald! COPS' JUSTICE! The short, violent life of Shavod Jones ended! Jones, known on the streets as Buddha, endured a troubled childhood that ended abruptly at age 15 with his arrest for shooting then-Officer Steven McDonald in Central Park. He spent the next nine years behind bars, finally released from prison in September 1995. Three days later, he was dead after a freak motorcycle accident outside his mother's Harlem apartment.",False,safe,False,False,N/A,False,safe,False,safe,True,medium
7690,2,181,"I have a question. why were these two not charged with hate crime? 2 blacks kill a while person. inst that what is happening to white people now? always get charged with hate crime. how do you parole cop killers? I think if they break the law again, people on the parol board who released them should be locked up for life as well.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7691,2,119,Escape from NYC is becoming a reality more and more every day.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7692,N/A,0,This person willingly murdered and now gets to walk. Good message the Parole Board is sending. Murder pays.,False,safe,False,False,N/A,False,safe,False,safe,True,medium
7693,1,121,How do they go directly from a maximum security prison to a complete release ?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7694,2,121,"freeing them was the worst thing we ever did.thanks, abe.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7695,2,130,"Seems like the surviving family was given a life sentence, these savages are all going to be released soon it's NY.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7696,3,127,"America, the new Nigeria Nicaragua of the world.Repulsive people who vote to let murderers out.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7697,1,111,Thank Andrew Cuomo for this,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7698,2,128,"The lesson was a long time coming, it is a mistake to accept age for changing a leopard’s spots.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
