Comment ID,Rating,Tokens Used,Content,Error Message,,
3724,4,137,"""When it comes to the safest small cities and towns in the country...""Wherever there are the most white people and the least blacks and hispanics.",N/A,,
3725,3,124,New Yorkers about to move there … Democrats gonna bus illegals there … Delete this post !,N/A,,
3726,2,114,"Bowie, MD is NOT safe.",N/A,,
3727,1,119,Monroe Township NJ is nowhere near NYC…….🤦🏾,N/A,,
3728,N/A,0,Nice welcome to historic Monroe sign with a funeral home sign underneath.  Hello and goodbye?  It's a nice place to die?,"'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': True, 'severity': 'medium'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
3729,5,137,"""When it comes to the safest small cities and towns in the country...""Wherever there are the most white people and the least blacks and hispanics.",N/A,,
3730,2,124,New Yorkers about to move there … Democrats gonna bus illegals there … Delete this post !,N/A,,
3731,2,124,They can add about 500 small (Central/Northern) Texas towns to this list.,N/A,,
3732,3,118,Safe until progressive democrats from Blue State cities move in.,N/A,,
3733,1,148,"There's little crime in Rexburg, Idaho because there is nothing there to steal. And if you need something, just ask and real Idahoans are happy to help. (but not the transplants from California.)",N/A,,
3734,1,128,"Westfield, NJ is a VERY affluent area with very high property cost, it better have low crime.",N/A,,
3735,1,153,"This list is completely inaccurate.  I can name a hundred better ones in NJ alone.  And, one thing I can assure you ANYWHERE considered safe in America will be opaque in its complexion.  THAT is a guarantee.",N/A,,
3736,2,118,Towns with open carry vs towns with strict gun laws.,N/A,,
3737,1,165,"As soon as I read this paragraph, I stopped reading. I don't believe anything that comes from the FBI. They have destroyed their creditability. The study analyzed last year’s FBI crime statistics for smaller cities and towns where the population falls between 30,000 and 100,000 residents.",N/A,,
3738,2,179,"Total Crap survey. I live two towns over from Wallingford CT. I would not go their even when armed and with my 130lb guardian dog and a bullet proof vest.  I would not even stop for gas there.  Wallingford used to be safe 30 years ago, then it got invaded. I don't speak the language there anymore.",N/A,,
3739,2,153,"This list is completely inaccurate.  I can name a hundred better ones in NJ alone.  And, one thing I can assure you ANYWHERE considered safe in America will be opaque in its complexion.  THAT is a guarantee.",N/A,,
3740,1,118,Towns with open carry vs towns with strict gun laws.,N/A,,
3741,1,165,"As soon as I read this paragraph, I stopped reading. I don't believe anything that comes from the FBI. They have destroyed their creditability. The study analyzed last year’s FBI crime statistics for smaller cities and towns where the population falls between 30,000 and 100,000 residents.",N/A,,
3742,2,179,"Total Crap survey. I live two towns over from Wallingford CT. I would not go their even when armed and with my 130lb guardian dog and a bullet proof vest.  I would not even stop for gas there.  Wallingford used to be safe 30 years ago, then it got invaded. I don't speak the language there anymore.",N/A,,
3743,3,179,"Total Crap survey. I live two towns over from Wallingford CT. I would not go their even when armed and with my 130lb guardian dog and a bullet proof vest.  I would not even stop for gas there.  Wallingford used to be safe 30 years ago, then it got invaded. I don't speak the language there anymore.",N/A,,
3744,2,114,No Demographic breakdown of said towns??,N/A,,
3745,1,162,"Uh, Oh, Biden's Delaware didn't even make the cut. The problem with statistics like these, some readers take it to heart and decide to relocate to those ""safer"" towns, and end up contributing to the crime rates they wanted to avoid in the first place.",N/A,,
3746,3,128,"Lemme guess.  All the ""safest towns"" have low populations of 2 specific groups.",N/A,,
3747,1,130,It's so cold in most of those places that even the criminals stay indoors and only commit crimes when the weather gets better.,N/A,,
3748,2,114,The south is a cesspool.,N/A,,
3749,1,123,Doesn’t matter where you go in the south. It’s a dump.,N/A,,
3750,2,126,My city is on the list WOOT WOOT and yes there are a lot of minority folk.,N/A,,
3751,2,118,Check the demographics and you’ll see why they are safe,N/A,,
3752,1,116,Is this article sponsored by the state of NJ?,N/A,,
3753,1,129,"That’s it, I am packing up and moving to New Jersey!  Can’t be more expensive than Boston.",N/A,,
3754,1,120,PA has 2 Cranberry Townships. Which one is it?,N/A,,
3755,2,115,Now the bad guys know where to go.,N/A,,
3756,2,139,"oh look, yorktown, the old stomping ground of sandy cortez. yet she cosplays as some bronx ghetto dweller to get votes.",N/A,,
3757,2,119,...just hang a 'Gun Free Zone' sign up instead!,N/A,,
3758,2,116,Melanin! And they say segregation wont work Ha,N/A,,
3759,1,145,"Oddly, wealthy progressive Democrat cities are low in crime as opposed to their poorer ones. What's also remarkable is that conservative Republican cities don't have this dichotomy because both are generally low in crime.",N/A,,
3760,2,118,"By 'safest,' they mean whitest.",N/A,,
3761,3,141,Yorktown the segregated home of the squad member from NYC?  I mentioned her initials earlier but the aye eye used by the posies at this papyrus rejected it,N/A,,
3762,1,122,"I really appreciate the unimpeachable authority of all these ""top"" lists.",N/A,,
3763,2,124,Time to make them all Sanctuary Cities and Immigrant Welcome Centers to house the massess.,N/A,,
3764,1,155,The metric of crime cost per capita is misleading and not a good metric because it assumes the police funding is proportionate to size/population. Many of the high cost areas are podunk towns with probably little or no police force in place.,N/A,,
3765,1,126,Of course Monroe Louisiana is a safe town. That’s where Duck Commanders has its HQ.,N/A,,
3766,N/A,0,"Another pay-to-play, inclusion to the highest bidder list.","'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
3767,3,124,"Well, they WERE safe towns but now the NYP has put a target on them.",N/A,,
3768,1,132,"Even though small towns are only i3% of the country, they are responsible for 5o% of the safeness.",N/A,,
3769,1,299,"If Ryanair keeps this up, some people will book a flight just for the onboard entertainment. ""What are you doing for Halloween? Was going to visit the 𝔪𝔢𝔫𝔱𝔞𝔩 𝔞𝔰𝔶𝔩𝔲𝔪 to watch some 𝔭𝔰𝔶𝔠𝔥𝔬𝔱𝔦𝔠 people but then heard the real 𝔭𝔰𝔶𝔠𝔥𝔬𝔰 are on Ryanair flights so I booked a ticket for the show. We are going with Ryanair, catching a connecting flight with Southwest and returning with Spirit Airlines.""Tip: The censors can't read 𝔘𝔫𝔦𝔠𝔬𝔡𝔢 yet.",N/A,,
3770,1,114,ryanair the spirit air of the us,N/A,,
3771,2,110,No arrests????????/,N/A,,
3772,2,129,They lucked out by heading back to London! If the Moroccan police get a hold of them...oh boy!!!,N/A,,
3773,N/A,0,Who brings these idiots in to this world? That then poison it for the rest of us. IQ needs to be required before people are allowed to breed. Even better enforced birth control for the whole lot. Ugh.,"'content_filter_result': {'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
3774,2,123,How much do you want to bet it wasn’t only drugs they were looking for?,N/A,,
3775,1,114,"Of course, no arrests were made.",N/A,,
3776,2,155,"As usual this has nothing to do with passengers, it's just another power trip cabin crew loves to rub in: Look, I can get you booted off a plane and banned for life if you dare to bat an eye or blink at me.",N/A,,
3777,2,139,These people cause major disruption for each passenger on board and cost the airlines thousands of dollars. Yet “no arrests” were made. There needs to be serious consequences.,N/A,,
3778,1,156,I don’t understand why people get their phones out and record these things.  It’s so weird to me.  I’d be scared or angry and freaked out.  It’s like passengers are more intrigued than afraid of what’s happening.,N/A,,
3779,2,114,"Of course, no arrests were made.",N/A,,
3780,1,155,"As usual this has nothing to do with passengers, it's just another power trip cabin crew loves to rub in: Look, I can get you booted off a plane and banned for life if you dare to bat an eye or blink at me.",N/A,,
3781,2,139,These people cause major disruption for each passenger on board and cost the airlines thousands of dollars. Yet “no arrests” were made. There needs to be serious consequences.,N/A,,
3782,1,156,I don’t understand why people get their phones out and record these things.  It’s so weird to me.  I’d be scared or angry and freaked out.  It’s like passengers are more intrigued than afraid of what’s happening.,N/A,,
3783,1,113,The Biden family was in Morocco????,N/A,,
3784,2,153,"Caption: “Four 'armed police' boarded the plane and viciously searched the aircraft for signs of illegal substances.”How do you viciously search something? And why is ""armed police"" in quotes? Were they armed or not?",N/A,,
3785,2,113,Low-budget airline -> lower class behavior,N/A,,
3786,1,299,"If Ryanair keeps this up, some people will book a flight just for the onboard entertainment. ""What are you doing for Halloween? Was going to visit the 𝔪𝔢𝔫𝔱𝔞𝔩 𝔞𝔰𝔶𝔩𝔲𝔪 to watch some 𝔭𝔰𝔶𝔠𝔥𝔬𝔱𝔦𝔠 people but then heard the real 𝔭𝔰𝔶𝔠𝔥𝔬𝔰 are on Ryanair flights so I booked a ticket for the show. We are going with Ryanair, catching a connecting flight with Southwest and returning with Spirit Airlines.""Tip: The censors can't read 𝔘𝔫𝔦𝔠𝔬𝔡𝔢 yet.",N/A,,
3787,1,114,ryanair the spirit air of the us,N/A,,
3788,2,110,No arrests????????/,N/A,,
3789,2,129,They lucked out by heading back to London! If the Moroccan police get a hold of them...oh boy!!!,N/A,,
3790,N/A,0,Who brings these idiots in to this world? That then poison it for the rest of us. IQ needs to be required before people are allowed to breed. Even better enforced birth control for the whole lot. Ugh.,"'content_filter_result': {'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
3791,2,123,How much do you want to bet it wasn’t only drugs they were looking for?,N/A,,
3792,1,114,"Of course, no arrests were made.",N/A,,
3793,1,155,"As usual this has nothing to do with passengers, it's just another power trip cabin crew loves to rub in: Look, I can get you booted off a plane and banned for life if you dare to bat an eye or blink at me.",N/A,,
3794,2,139,These people cause major disruption for each passenger on board and cost the airlines thousands of dollars. Yet “no arrests” were made. There needs to be serious consequences.,N/A,,
3795,1,156,I don’t understand why people get their phones out and record these things.  It’s so weird to me.  I’d be scared or angry and freaked out.  It’s like passengers are more intrigued than afraid of what’s happening.,N/A,,
3796,1,113,The Biden family was in Morocco????,N/A,,
3797,2,153,"Caption: “Four 'armed police' boarded the plane and viciously searched the aircraft for signs of illegal substances.”How do you viciously search something? And why is ""armed police"" in quotes? Were they armed or not?",N/A,,
3798,2,113,Low-budget airline -> lower class behavior,N/A,,
3799,1,114,I escaped from NYC in 1990,N/A,,
3800,1,127,"Texas is full. If you’re planning to flee your state, please consider relocating to Rhode Island.",N/A,,
3801,1,144,"I escaped from Brooklyn to Ft. worth Tx in 1978, best decision I ever made. My parents and two brothers followed. Now it's becoming too crowded. So move to Florida.",N/A,,
3802,2,118,Trying to turn Texas as blue as a washed up corpse.,N/A,,
3803,3,117,Trying to turn Texas as blue as a drowning victim.,N/A,,
3804,1,113,Texas you say?So weird..,N/A,,
3805,2,140,California is also losing many of its wealthy residents. They are doing it very low key however. Must be tired of getting robbed and not being able to fight back.,N/A,,
3806,1,158,"No big surprise.  New York has not done anything in recent memory to make itself an attractive place to live in.  Taxes, crime, housing costs, red tape, etc-all terrible here. Of course people are leaving.  Why wouldn't they?",N/A,,
3807,2,245,"Nypost should immigrate-move to Florida -- Miami aka Little Cuba, your staff better be bilingual bc you can't work in Miami if you're not bilingual. Everyone that moves from New York, good for you. You can move to the top ten welfare states, Alabama, Kentucky, Louisiana, Iowa, North or South Dakota, or Idaho. NY sends federal tax dollars for their welfare and bridges and infrastructure. Senator Mitchell got $80 million in NY based federal aid. Everyone complains about NY, well NYers are to busy working to support welfare states to complain, and NYers see all hardworking people as Americans as opposed to brainwashed Nypost haters.Support Our Troops USA #1",N/A,,
3808,2,165,"The Texas Governor wants to arrest and deport illegal immigrants, meanwhile Governor Yochul wants to keep welcoming them in to NY, the city, not upstate though, that would cost her votes, the city she's fine with that, that gets her the Hispanic and hipster and lefty vote.",N/A,,
3809,2,245,"Nypost should immigrate-move to Florida -- Miami aka Little Cuba, your staff better be bilingual bc you can't work in Miami if you're not bilingual. Everyone that moves from New York, good for you. You can move to the top ten welfare states, Alabama, Kentucky, Louisiana, Iowa, North or South Dakota, or Idaho. NY sends federal tax dollars for their welfare and bridges and infrastructure. Senator Mitchell got $80 million in NY based federal aid. Everyone complains about NY, well NYers are to busy working to support welfare states to complain, and NYers see all hardworking people as Americans as opposed to brainwashed Nypost haters.Support Our Troops USA #1",N/A,,
3810,2,165,"The Texas Governor wants to arrest and deport illegal immigrants, meanwhile Governor Yochul wants to keep welcoming them in to NY, the city, not upstate though, that would cost her votes, the city she's fine with that, that gets her the Hispanic and hipster and lefty vote.",N/A,,
3811,2,134,Where do these people run to when Texas and Florida are overwhelmed by illegals and the same liberal leftist thinking they destroyed CA and NY?,N/A,,
3812,2,121,Trying to turn Texas as blue as Jeffery Epstein’s face upon discovery.,N/A,,
3813,2,138,"So, who’ll be left in New York to pay reparations as Gov. Hokum wants the state to do? Will illegal immigrants cough up the money?",N/A,,
3814,2,170,Please New Yorkers stay and fix the mess that you have allowed to happen. Don't give up. Education is the key. I would bet than less than 20% of the people who vote understand that all of these issues are their fault. They watch lamestream media and think Dems are doing a great job.,N/A,,
3815,1,118,I fled in 1981 for Florida and never looked back,N/A,,
3816,1,230,"In August of 2022, Governor Kathy Hochul (D), told NY's Republicans to, ""Just jump on a bus and head down to Florida where you belong, OK?” “You are not New Yorkers.”It appears that quite a few NYer's took her ""advice.""No worries, NYC's ""right to shelter"" policy is attracting new ""taxpayers"" to compensate for the incremental loss of NYS's middle-class tax base.NY's Democrat fiscal policy is based on ""CRT New Math,"" where the government actively chases away its tax base while simultaneously increasing expenditures.It works every time.",N/A,,
3817,2,118,Keep your liberal agenda and voting habits whence you came,N/A,,
3818,1,121,"Was that population decrease from the ""city"" or from the entire state?",N/A,,
3819,2,168,"I have fled the formerly red state I grew up in only to have the red state I fled to destroyed by the same missionaries who turned my home state into a liberal utopia.Whenever you hear WACAORCOILNYMA people talking about a state they want to leave to, AVOID THAT STATE!",N/A,,
3820,2,126,The US grew by 1.6 million ILLEGALS. Don't try to hide it.,N/A,,
3821,1,133,"Probably got a few speed camera tickets on the way out too, it’s not hard to drive 29mph on an open road.",N/A,,
3822,2,224,"As if the Crumbling Former Empire State's out-migration death spiral wasn't bad enough already, Kitty Hochul's fixin' to tax her people even more so raparations can be paid to the haplessly fatherless generations created nearly 60 years ago by another well-intentioned expansion of the Marxicrat welfare state: LBJ's so-called Great Society, the administrative rules of which effectively drove minority men out of the homes they'd traditionally shared with their wives and children. It seems that the more leftists try to help minority folk, the worse off minority folk become.",N/A,,
3823,3,120,The best way to vote in a blue state is with your feet.,N/A,,
3824,2,145,"no worries! The NYC Council just passed a bill to tie the hands of the police and make it easier to commit crime, so there are still plenty of (criminal) opportunities in New York!!",N/A,,
3825,1,238,"No objective observer doubts the broad thrust of this story -- namely that insanely blue states are losing population to sensibly red states. But closer inspection leads one to question the precision of Census data. After all, the bureau claims ""the US grew by 1.6 million over the last year,"" yet we all know full well that there were two to three times that number of illegal immigrants alone, encouraged to saunter across the wide open Biden-Mayorkas southern border. So, either Biden political appointees at Census are suppressing the real overall population growth numbers, or the bureau's methodology is as questionable as a blue city's promise of sanctuary and shelter.",N/A,,
3826,2,114,The void has been filled by illegal immigrants,N/A,,
3827,1,124,"If I could make it here, I could make it anywhere, I love New York ❤️",N/A,,
3828,2,127,"And yet, left-leaning New Yorkers continue to re-elect the fools responsible for the exodus.",N/A,,
3829,2,120,"No please, we need your taxes to pay for the illegals.",N/A,,
3830,2,137,“Escape From New York” has started with walled-in penal colonies to protect the American citizens helped along with horrific tolls to enter the prohibited zones.,N/A,,
3831,1,147,"Was recently looking for a house in N.C. In one new development where people were just moving into I thought I had suddenly been transported back to NY, so many NY license plates in the driveways.",N/A,,
3832,2,270,"Count me as NYer who high tailed out of the lower hudson valley and moved to Texas after being in NY for 57 years. NY will no longer get a dime from me. I sold two homes, took my pension, 401K, my savings and my wife. I moved to the country where everyone is on the same page. People are respectful. Hold doors, say thank you, please and are very courteous to women. My wife is just getting used to being called M'am. No ridiculous tolls, no congestion pricing, no trash in the streets, no crazy gas prices(currently 2.39/gal). Low property tax and NO state income tax. The list goes on...Do yourself a favor. Get out of NY before they install a Exit Tax. You were warned.",N/A,,
3833,2,201,"Just you wait until the NYSE and all the tax revenue that comes with it abandons NYC.  The city council can only punish earners so much until they break.  There has already been an exodus of high earners, and if the NYSE leaves the city will collapse.  But look on the bright side, the NYPD will have new note pads to record every interaction of every minute of every day. Liberalism Truly Is A Mental Disorder.",N/A,,
3834,2,137,“Escape From New York” has started with walled-in penal colonies to protect the American citizens helped along with horrific tolls to enter the prohibited zones.,N/A,,
3835,1,147,"Was recently looking for a house in N.C. In one new development where people were just moving into I thought I had suddenly been transported back to NY, so many NY license plates in the driveways.",N/A,,
3836,2,270,"Count me as NYer who high tailed out of the lower hudson valley and moved to Texas after being in NY for 57 years. NY will no longer get a dime from me. I sold two homes, took my pension, 401K, my savings and my wife. I moved to the country where everyone is on the same page. People are respectful. Hold doors, say thank you, please and are very courteous to women. My wife is just getting used to being called M'am. No ridiculous tolls, no congestion pricing, no trash in the streets, no crazy gas prices(currently 2.39/gal). Low property tax and NO state income tax. The list goes on...Do yourself a favor. Get out of NY before they install a Exit Tax. You were warned.",N/A,,
3837,2,201,"Just you wait until the NYSE and all the tax revenue that comes with it abandons NYC.  The city council can only punish earners so much until they break.  There has already been an exodus of high earners, and if the NYSE leaves the city will collapse.  But look on the bright side, the NYPD will have new note pads to record every interaction of every minute of every day. Liberalism Truly Is A Mental Disorder.",N/A,,
3838,3,159,"This is no coincidence; liberals have had a plan in effect for the past decade to turn TX Blue. In another decade TX will be no different than CA or NY or IL. They overran CO years ago, now look at that marxist cesspool.",N/A,,
3839,2,152,"I left in 1979 that place is overpriced, overpopulated, & overrated.  Still have family there & when I have to go back can’t wait to get out of there.  FLY NAVY!!!",N/A,,
3840,4,157,"He noted the number of people packing their suitcases used to be offset by natural increases, but those increases are also going down.He is correct.  Hordes of illegal invaders, draining taxpayer resources like locusts, is an unnatural increase.",N/A,,
3841,2,116,"taxes,high rent,no jobs....no surprise",N/A,,
3842,2,132,"Texas saw population gain? Or citizens gain?Texas has 14k new people ""moving in"" daily...just not citizens.",N/A,,
3843,2,245,"Even without lunatic pro-crime policies, there are simply too many people who can't afford to live in these places anymore, regardless of politics.  Why is anyone surprised telecommuting is a thing?  It was before the great plague.  The fact that citizens have no say in how their money is spent and the electeds keep coming back for more, if you can move, you do.  The high cost of coddling shows itself in everything.  As a taxpayer, I'd like to eat, too.  Afford my car insurance.  See schools that actually achieve high scores.  Go shopping by car or on foot without it turning into a bloodsport.",N/A,,
3844,1,182,"I left Long Island in  2014 after living in NY all my life, to escape high property taxes, weather, high cost of living, for Florida. The free state of Florida has given me the opportunity to live and enjoy my retirement years stress free. Low taxes, no state tax, beautiful weather year on, low crime and a government that’s for the people.",N/A,,
3845,3,162,"Great strategy. Force out tax paying, lawful citizens and welcome in welfare seeking unlawful (even terrorist) illegals. Then destroy the police force, raise taxes on anyone who remains and you have quite a witch's ( sorry Hochul) brew. Why is anyone left in NY?",N/A,,
3846,2,186,"Better weather aside, it was a sad day leaving NY. My roots were there, as well as friends and family. But, the ""selected"" politicians have made the costs and atmosphere unbearable. Victimhood and tax-the-rest-to-death are the rule. Derision for the working taxpayer is rampant. I wish the best for those that remain in the ""Vampire"" state.",N/A,,
3847,2,138,With back to back terrible governors and mayors it’s a wonder more people did not leave. If my children were able to leave I would be gone alsoo,N/A,,
3848,1,190,"welcome to sunny, low cost, law and order coastal south carolina.it's booming here--centrist and conservative yankees are taking over here.few pot holes, low gas cost--no ice to fall on--no road salt eating your car--extremely low taxes. beautiful beaches,palm trees 1000s of great restaurants. hundreds of golf courses, yachting--deep sea fishing, etc.",N/A,,
3849,2,169,Im an ex nyer. I loved the city as so many others did. It was great especially during the Giuliani years. I left because of the high cost of living and taxes. I still have family and friends there but will never go back until radical reforms and leadership changes are made. NY deserves better,N/A,,
3850,2,125,Less people more taxes.  Politicians formula for paying themselves and their patronage mills.,N/A,,
3851,2,150,When NY runs out of money they will charge you to enter midtown on a walking charge. They will double all fees. When they are done they will have a state of no tax payers just people on the dole,N/A,,
3852,2,137,moving vans outnumbered ambulances during the pandemic 3-1 in NYC.  there's still a steady flow out with the illegals coming in.,N/A,,
3853,2,137,"NYC is losing 102,000 tax paying citizens & replacing them with needy, non revenue generating illegal aliens.  Great planning from the Democrat establishment.",N/A,,
3854,2,125,but...but..... Bill DeBlasio said it would result in a more fair & equitable NY,N/A,,
3855,1,114,And it's actual tax payers leaving,N/A,,
3856,1,116,Texas may be unwanted growth.How many speak English?,N/A,,
3857,2,125,"And this trend will go on as healthcare costs, taxes and crime continue to skyrocket in NY",N/A,,
3858,2,154,"These moves are financially motivated. Rent is cheap in Texas and they have no state tax.  Places like Austin, Houston, San Antonio and Dallas are progressive so you have like minded people.  I am for New York having less people.",N/A,,
3859,2,154,"These moves are financially motivated. Rent is cheap in Texas and they have no state tax.  Places like Austin, Houston, San Antonio and Dallas are progressive so you have like minded people.  I am for New York having less people.",N/A,,
3860,2,140,"The malicious leftist idiots that run the Democratic Peoples' Republic of New york have made it impossible for law abiding, productive people to live there! That's why they leave!!!!!",N/A,,
3861,2,123,Unfortunately the 1.6 million increase in US population last year were all migrants!!!!!,N/A,,
3862,2,123,Please NY. Leave your left wing politics in NY when you come to Texas🤠,N/A,,
3863,1,109,Smart people.,N/A,,
3864,2,141,"Not good news. If all these progressive morons leave their hell holes for the sanity of the red states, soon the red states will be progressive hell holes as well.",N/A,,
3865,N/A,0,"The good news for NYC and the State is the continuation of being flooded with the illegals from 170 countries that are swarming across the southern border. The bad news for NYC and the State, is that Texas is taking the initiative to SHUT DOWN their border. To maintain ""sanctuary status"" they'll have to have BiDUM and Mayorkass.... figure out another way to supply them.","'content_filter_result': {'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}}}",,
3866,1,126,"But But Florida Man, and Texas Hicks the Post keeps writing about while ignoring their own local problems.",N/A,,
3867,3,124,"no problem, the replacements coming over the border and shipped here 10 K per day.",N/A,,
3868,2,127,"The European Americans begin the march too freedom. Good bye, city life, Green Acres we are there.",N/A,,
3869,N/A,0,"Biden took power by rigging an election, used 20,000 troops and barbed wire to ensure his installation, and threatened his citizens with fighter jets after trying to take their guns He used a demonic backdrop for a speech where he labeled half the country domestic extremists, broke the economy with record inflation, flooded the country with 8+ million invaders, and is exacerbating wars all over the world And you know who media says is a threat to democracy? The guy Biden is trying to imprison with 4 indictments and 70+ felonies Insane gaslighting","'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'medium'}}}}}",,
3870,2,202,"I moved from NYC 16 years ago. There were times when I was truly tempted to move back but I am happy I didn’t. Mayor Adams is a disgrace and a narcissist. He always has the excuse on how his hands are tied with the migrant crisis. He is slow on the uptick and has inflamed the tax paying citizens to the point where they are leaving the city in droves. If he dad a scintilla of decency, he would resign.",N/A,,
3871,2,119,But wait a minute........Reparations will turn that around!!,N/A,,
3872,2,285,Left NYC this year sure I miss it but the NYC I miss is long gone and not coming back Crime ...taxes ...tolls...speed cams ...exorbitant cost of living ...rats ...roaches...a disgusting subway system ...stink of weed everywhere Left moved to TN easily practiced my second amendment rights as soon as I got my DL which DMV was very strict on regarding ID and citizenship got my voter card you need ID to vote here :)   peace quiet 40% less cost of living better schools people are Civilized go to church better schools no tolls most dangerous thing here is a deer crossing the road or a tornado Best thing I ever did Having a parking space paying 2.60 a gallon ....Winters kinder And being conservative is not a crime I should have left decades ago if your on the fence do it if you have young children do it Escape from NY,N/A,,
3873,2,160,"Democrats shut down businesses, opened the jails, empowered the criminals, and turned the city over to the marxists and their special interests. Criminal loving liberals embraced these ideals and continue to vote blue. With remote work options there is zero incentive to stay in NYC",N/A,,
3874,2,143,Out with the tax payers and in with the welfare recipients. Sounds like a horror movie. Nothing good can come of this other then a better life for those who have left..,N/A,,
3875,2,128,Kalyfornya keeps its numbers up by trading citizens for illegals in the count (as does NY).,N/A,,
3876,2,128,"Indeed, the loss of NY's tax base will reduce the quality of life even further for those left behind...",N/A,,
3877,2,136,New York did it to itself. Its liberal policies will be its downfall. It’s a dumpster fire and will just get worse and will be bankrupt.,N/A,,
3878,2,149,"If I had to choose between hell and New York, you can keep New York which is it’s own kind of hell.  Who is easier to take:AOC or a demon? I think the latter.",N/A,,
3879,1,164,"In 1970 New York State had the highest population in the Country. CA soon overtook it. NYS is now 4th, behind CA TX FL. Upstate has been the big loser. NYC has lost to NJ because of that onerous NYC income tax on residents.",N/A,,
3880,N/A,0,Stay out of the South - you are not wanted here,"'content_filter_result': {'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
3881,2,147,"Florida is overflowing with rich New Yorkers. They clog the road and push up prices. In fact, a typical house in many areas is now > $5 million dollars. Please elect Republicans and stay home.",N/A,,
3882,1,193,"Wait for the BILL to come in on all the freebees the migrants are getting! And wait, add to it the BILL for Reparations too...  The State is losing both residents and corporations as well... Add all the costs for these progressive programs and whoola!They're and have been operating in the RED for some time and still spend like they hit the lotto! Unfortunately that their arms in YOUR pocket!Goodbye NY!!!",N/A,,
3883,1,319,"What? If New York doesn't generate revenue and Wall Street, the economy of USA would tank. There'd be no fed tax money for Welfare red states. No hospital, no roads, no bridges.Tell me what kind of revenue comes out of Kentucky, Alabama, Idaho, that generates revenue and Fed tax funds? Even farms are subsidized by fed tax dollars.Everyone needs to stop hate bating other Americans bc you don't like their lifestyle or politics and ask real questions like why does Bezos own 30% of all single family homes in every single state! Look it up! He's doing it. Also look up why Gates owns 50% of prime farmland in USA along with China. Look it up. Corporate got you fighting over to inferiority complexes with New York while they buy out your neighborhood and farms and you wonder why you can't buy a house or afford food.It ain't the minimum wage increase, prices are skyrocketing in Alabama and they don't have a wage increase.The $7 a dozen egg price was corporate made, they sold eggs overseas, killed hens early for meat, didnt produce more hens.Look it up.Leave NY and Americans out of your mouths and look it up.Support Our TroopsUSA #1",N/A,,
3884,2,147,"Florida is overflowing with rich New Yorkers. They clog the road and push up prices. In fact, a typical house in many areas is now > $5 million dollars. Please elect Republicans and stay home.",N/A,,
3885,1,193,"Wait for the BILL to come in on all the freebees the migrants are getting! And wait, add to it the BILL for Reparations too...  The State is losing both residents and corporations as well... Add all the costs for these progressive programs and whoola!They're and have been operating in the RED for some time and still spend like they hit the lotto! Unfortunately that their arms in YOUR pocket!Goodbye NY!!!",N/A,,
3886,2,319,"What? If New York doesn't generate revenue and Wall Street, the economy of USA would tank. There'd be no fed tax money for Welfare red states. No hospital, no roads, no bridges.Tell me what kind of revenue comes out of Kentucky, Alabama, Idaho, that generates revenue and Fed tax funds? Even farms are subsidized by fed tax dollars.Everyone needs to stop hate bating other Americans bc you don't like their lifestyle or politics and ask real questions like why does Bezos own 30% of all single family homes in every single state! Look it up! He's doing it. Also look up why Gates owns 50% of prime farmland in USA along with China. Look it up. Corporate got you fighting over to inferiority complexes with New York while they buy out your neighborhood and farms and you wonder why you can't buy a house or afford food.It ain't the minimum wage increase, prices are skyrocketing in Alabama and they don't have a wage increase.The $7 a dozen egg price was corporate made, they sold eggs overseas, killed hens early for meat, didnt produce more hens.Look it up.Leave NY and Americans out of your mouths and look it up.Support Our TroopsUSA #1",N/A,,
